"lat"	"long"	"mean(cpue)"
37.8593055555556	-121.568805555556	10.4739750716568
37.9425	-121.5635	46.6373395698769
37.9715	-121.52	72.5219958489857
38.0018055555556	-121.448694444444	19.3751392243012
38.0181944444444	-121.797	162.282390588116
38.0191944444444	-121.582194444444	16.5818519150857
38.0328055555556	-121.869305555556	207.659386165812
38.0396944444444	-122.1505	582.589625339901
38.0421944444444	-121.795222222222	109.17766535331
38.0436944444444	-121.844	192.618723697191
38.0455	-121.918805555556	338.425769217968
38.0482777777778	-121.59525	65.0756206084918
38.0513055555556	-122.083305555556	409.70047005462
38.0516944444444	-121.509	27.8331419860453
38.0525	-121.689194444444	75.6867871568819
38.0583055555556	-121.868	187.646194338111
38.0610555555556	-122.013722222222	316.890478056488
38.0648055555556	-122.097805555556	864.277156398514
38.0691666666667	-121.775277777778	132.818599452387
38.0723055555556	-121.959694444444	482.395216955461
38.08	-121.569805555556	33.9914239078446
38.0851944444444	-121.750694444444	177.324129166955
38.0871111111111	-121.709166666667	238.84890155376
38.0882222222222	-122.003583333333	455.58645948591
38.0903055555556	-121.6405	108.924637089778
38.0992777777778	-122.263444444444	52.0716348439115
38.1135	-121.7075	133.271700071322
38.114	-122.046194444444	242.583112649554
38.1188055555556	-121.889194444444	82.8024771513017
38.1458611111111	-122.285083333333	48.2794733028742
38.1671944444444	-121.938	302.331558344202
38.1694722222222	-122.025666666667	227.972812805474
38.1788055555556	-121.665305555556	31.2086575865705
38.1858055555556	-122.310972222222	49.1306696485708
38.186833	-122.326417	61.03581936
38.19965709	-122.5546042	173.5538926
38.207077	-122.404065	108.5584084
38.20907	-122.58345	67.45626473
38.2124722222222	-122.307166666667	116.066923050431
38.213267	-122.30895	11880.01188
38.22073727	-122.595051	91.47316433
38.22082	-122.60031	144.6262316
38.225983	-122.60905	52.09487018
38.22702	-122.41964	90.19531796
38.22812	-122.61326	74.09130716
38.23093	-122.29712	118.9836936
38.2317777777778	-122.29275	46.3325890852328
38.23376	-122.63336	127.2962331
38.23415	-122.63434	211.5171512
38.2409166666667	-122.285361111111	103.083572236596
38.24458	-122.28541	76.22651899
38.2549166666667	-122.283416666667	105.421771608339
38.2582777777778	-121.691638888889	130.59536683958
38.25985	-122.2864	50.60122862
38.26511	-122.28463	114.8937319
38.2730833333333	-122.284638888889	210.081556150419
38.27605	-122.282367	99.36918454
38.27667	-122.28241	100.3040517
38.281984	-122.285269	138.4063697
38.2861388888889	-122.283388888889	80.5167355462954
