"id"	"Date"	"long"	"lat"
1521	2016-01-15	-122.3287444	38.19267397
1522	2016-01-15	-122.3125905	38.1845717
1523	2016-01-15	-122.3106156	38.2175378
1524	2016-01-21	-122.3245161	38.20227009
1525	2016-01-21	-122.3201105	38.19609211
1526	2016-01-21	-122.355406	38.19695298
1527	2016-01-21	-122.3287444	38.19267397
1528	2016-01-26	-122.2943098	38.14259183
1529	2016-01-26	-122.3061594	38.14137649
1530	2016-01-26	-122.2903853	38.1216019
1531	2016-01-26	-122.3000827	38.12499472
1532	2016-01-26	NA	NA
1533	2016-01-26	-122.277371	38.13335019
1534	2016-01-26	-122.2946136	38.157024
1535	2016-01-27	-122.4989329	38.11172618
1536	2016-01-27	-122.537581	38.16610171
1537	2016-01-27	-122.5564077	38.1983431
1538	2016-02-02	-122.30772	38.0652325
1539	2016-02-02	-122.33332	38.0323369
1540	2016-02-03	-122.2903853	38.1216019
1541	2016-02-03	-122.2943098	38.14259183
1542	2016-02-03	-122.3383152	38.19080032
1543	2016-02-03	-122.2847643	38.25113688
1545	2016-02-04	-122.50183	38.0164244
1546	2016-02-04	-122.46288	38.040318
1547	2016-02-04	-122.4561	38.11155
1548	2016-02-05	-122.5843472	38.20953738
1549	2016-02-05	-122.5745406	38.20579053
1550	2016-02-05	-122.5656129	38.20047094
1551	2016-02-05	-122.5444733	38.16008826
1552	2016-02-05	-122.5139	38.1343
1553	2016-02-05	-122.5139	38.1343
1554	2016-02-05	-122.48425	38.109727
1555	2016-02-05	-122.565983	38.20814966
1556	2016-02-06	-122.4197866	38.22728864
1557	2016-02-06	-122.4238341	38.22092825
1558	2016-02-06	-122.3999653	38.20250626
1559	2016-02-06	-122.4150915	38.17193014
1560	2016-02-15	-122.3614	38.0943327
1561	2016-02-15	-122.36011	38.0852429
1562	2016-02-15	-122.32058	38.0763731
1563	2016-02-15	-122.277371	38.13335019
1564	2016-02-19	-122.3287444	38.19267397
1565	2016-02-19	-122.3245161	38.20227009
1566	2016-02-19	-122.3032223	38.21399306
1567	2016-02-19	-122.286005	38.26807568
1568	2016-02-19	-122.2877267	38.23356509
1569	2016-03-08	-122.3954321	38.1905256
1570	2016-03-08	-122.4196709	38.18793519
1571	2016-03-08	-122.4150915	38.17193014
1572	2016-03-08	-122.413935	38.16235487
1573	2016-03-08	-122.3999653	38.20250626
1574	2016-03-08	-122.4159704	38.2130992
1577	2016-03-08	-122.4276272	38.22821379
1578	2016-03-09	-122.5910082	38.2165685
1579	2016-03-09	-122.5843472	38.20953738
1580	2016-03-09	-122.5656129	38.20047094
1581	2016-03-09	-122.5473413	38.19579894
1582	2016-03-09	-122.532909	38.17257775
1583	2016-03-09	-122.5444733	38.16008826
1584	2016-03-09	-122.5139	38.1343
1585	2016-03-09	-122.5113299	38.12551088
1586	2016-03-10	-122.3067417	38.22591858
1587	2016-03-10	-122.2855999	38.24338909
1588	2016-03-10	-122.3000827	38.12499472
1590	2016-03-10	-122.355406	38.19695298
1591	2016-03-10	-122.3383152	38.19080032
1592	2016-03-10	-122.3245161	38.20227009
1593	2016-03-10	-122.3032223	38.21399306
1594	2016-04-05	-122.4238341	38.22092825
1595	2016-04-05	-122.4089855	38.20727077
1596	2016-04-05	-122.3954321	38.1905256
1597	2016-04-05	-122.413935	38.16235487
1598	2016-04-05	-122.4150915	38.17193014
1599	2016-04-05	-122.4191159	38.1817367
1600	2016-04-05	-122.4196709	38.18793519
1601	2016-04-06	-122.29516	38.0660427
1602	2016-04-06	-122.32112	38.0865595
1603	2016-04-06	-122.34613	38.0859519
1604	2016-04-06	-122.43982	38.072887
1606	2016-04-06	-122.37476	38.0109429
1607	2016-04-06	-122.3000827	38.12499472
1608	2016-04-06	-122.3245161	38.20227009
1609	2016-04-07	-122.6292631	38.2316484
1610	2016-04-07	-122.6089098	38.22591249
1611	2016-04-07	-122.5910082	38.2165685
1612	2016-04-07	-122.5564077	38.1983431
1613	2016-04-07	-122.537581	38.16610171
1614	2016-04-07	-122.5388068	38.15252518
1615	2016-04-07	-122.5139	38.1343
1616	2016-04-07	-122.4989329	38.11172618
1617	2016-04-08	-122.3219082	38.1848249
1618	2016-04-08	-122.3383152	38.19080032
1619	2016-04-08	-122.2943098	38.14259183
1620	2016-04-08	-122.286005	38.26807568
1621	2016-04-08	-122.3032223	38.21399306
1622	2016-04-08	-122.2877267	38.23356509
1623	2016-05-03	-122.3954321	38.1905256
1624	2016-05-03	-122.4191159	38.1817367
1625	2016-05-03	-122.413935	38.16235487
1626	2016-05-03	-122.4278122	38.21416312
1627	2016-05-03	-122.4089855	38.20727077
1628	2016-05-04	-122.27997	38.0441666
1629	2016-05-04	-122.29511	38.0331696
1630	2016-05-04	-122.34571	38.0107579
1631	2016-05-04	-122.33322	38.0102028
1632	2016-05-04	-122.51113	38.0182284
1633	2016-05-04	-122.32221	38.1038528
1634	2016-05-05	-122.6292631	38.2316484
1635	2016-05-05	-122.5843472	38.20953738
1636	2016-05-05	-122.5473413	38.19579894
1637	2016-05-05	-122.5407727	38.17960886
1638	2016-05-05	-122.537581	38.16610171
1639	2016-05-05	-122.5388068	38.15252518
1640	2016-05-05	-122.5207664	38.14105335
1640	2016-05-05	-122.5140128	38.13439229
1641	2016-05-05	-122.5139	38.1343
1642	2016-05-06	-122.2943098	38.14259183
1643	2016-05-06	-122.3383152	38.19080032
1644	2016-05-06	-122.3245161	38.20227009
1645	2016-05-06	-122.3287444	38.19267397
1646	2016-05-06	-122.3067417	38.22591858
1647	2016-05-06	-122.3000827	38.12499472
1648	2016-05-06	-122.2892206	38.24926323
1649	2016-05-06	-122.2857012	38.28276104
2012	2016-05-21	-121.99992	37.44
2013	2016-05-21	-122.02244	37.46243
2014	2016-05-21	-122.07002	37.47272
2015	2016-05-21	-122.08282	37.484238
2016	2016-05-21	-121.97608	37.46187
2017	2016-05-21	-122.03674	37.46186
2018	2016-05-21	-121.98274	37.46601
2019	2016-05-21	-121.98019	37.46041
2020	2016-05-21	-121.97658	37.46024
2021	2016-05-21	-121.98306	37.42966
2022	2016-05-22	-121.96597	37.45264
2023	2016-05-22	-121.96207	37.44455
2024	2016-05-22	-121.9462	37.46411
2025	2016-05-22	-121.93987	37.46289
2026	2016-05-22	-121.96461	37.4592
2027	2016-05-22	-121.95162	37.46141
2028	2016-05-22	-121.96486	37.46358
2029	2016-05-22	-121.9525	37.46251
2030	2016-05-22	-121.94421	37.45332
2031	2016-05-22	-121.95947	37.4625
2205	2015-10-19	-122.565417	38.209383
2206	2015-10-19	-122.568217	38.203667
2207	2015-10-19	-122.547383	38.194433
2208	2015-10-19	-122.51256	38.12967
2209	2015-10-19	-122.52125	38.14198
2210	2015-10-19	-122.53321	38.16699
2211	2015-10-20	-122.347617	38.190583
2212	2015-10-20	-122.3426	38.189833
2213	2015-10-20	-122.28629	38.26836
2214	2015-10-20	-122.2864	38.25985
2215	2015-10-20	-122.28762	38.23605
2216	2015-10-20	-122.28762	38.23605
2217	2015-10-20	-122.29712	38.23093
2219	2015-10-20	NA	NA
2220	2015-10-21	-122.42719	38.22847
2221	2015-10-21	-122.42696	38.21763
2222	2015-10-21	-122.40447	38.18842
2223	2015-10-21	-122.4148	38.16997
2224	2015-10-21	-122.404988	38.152513
2225	2015-10-21	-122.404931	38.188331
2226	2015-10-21	-122.419576	38.161181
2227	2015-10-21	-122.416103	38.176197
2228	2015-11-11	-122.404988	38.152513
2229	2015-11-11	-122.419576	38.161181
2230	2015-11-11	-122.416103	38.176197
2231	2015-11-11	-122.404931	38.188331
2232	2015-11-11	-122.4148	38.16997
2233	2015-11-11	-122.40447	38.18842
2234	2015-11-11	-122.42696	38.21763
2235	2015-11-11	-122.42719	38.22847
2236	2015-11-12	-122.565417	38.209383
2237	2015-11-12	-122.568217	38.203667
2238	2015-11-12	-122.547383	38.194433
2239	2015-11-12	-122.51256	38.12967
2240	2015-11-12	-122.52125	38.14198
2241	2015-11-12	-122.53321	38.16699
2245	2015-11-13	NA	NA
2246	2015-11-13	-122.28762	38.23605
2247	2015-11-13	-122.2864	38.25985
2248	2015-11-13	-122.28629	38.26836
2249	2015-11-13	-122.3426	38.189833
2250	2015-11-13	-122.347617	38.190583
