"id"	"Date"	"long"	"lat"
2612	2017-05-06	-121.99992	37.44
2613	2017-05-06	-122.02244	37.46243
2614	2017-05-06	-121.98274	37.46601
2615	2017-05-06	-121.97608	37.46187
2616	2017-05-06	-122.08282	37.484238
2617	2017-05-06	-122.07002	37.47272
2618	2017-05-06	-122.03674	37.46186
2619	2017-05-06	-121.97658	37.46024
2620	2017-05-06	-121.98019	37.46041
2290	2016-10-06	-122.3032223	38.21399306
2291	2016-10-06	-122.3201105	38.19609211
2292	2016-10-06	-122.3219082	38.1848249
2293	2016-10-06	-122.3383152	38.19080032
2294	2016-10-06	-122.2943098	38.14259183
2295	2016-10-06	-122.2943098	38.14259183
2296	2016-10-06	-122.2903853	38.1216019
2310	2016-10-02	-121.96597	37.45264
2311	2016-10-02	-121.96207	37.44455
2312	2016-10-02	-121.96461	37.4592
2313	2016-10-02	-121.95162	37.46141
2314	2016-10-02	-121.9462	37.46411
2315	2016-10-02	-121.94421	37.45332
2316	2016-10-02	-121.95947	37.4625
2317	2016-10-02	-121.93987	37.46289
2318	2016-10-02	-121.9525	37.46251
2319	2016-10-02	-121.96486	37.46358
2328	2016-11-05	-121.98306	37.42966
2329	2016-11-05	-121.99992	37.44
2260	2016-10-03	-122.4089855	38.20727077
2261	2016-10-03	-122.3919628	38.1968166
2262	2016-10-03	-122.4191159	38.1817367
2263	2016-10-03	-122.3954321	38.1905256
2264	2016-10-03	-122.4150915	38.17193014
2265	2016-10-03	-122.4187458	38.16499154
2266	2016-10-03	-122.413935	38.16235487
2267	2016-10-03	-122.413935	38.16235487
2273	2016-10-04	-122.6399485	38.23502519
2274	2016-10-04	-122.6292631	38.2316484
2275	2016-10-04	-122.5910082	38.2165685
2276	2016-10-04	-122.5656129	38.20047094
2277	2016-10-04	-122.5473413	38.19579894
2278	2016-10-04	-122.532909	38.17257775
2279	2016-10-04	-122.5301104	38.14651172
2280	2016-10-04	-122.5139	38.1343
2281	2016-10-05	-122.30742	38.0764744
2281	2016-10-05	-122.29476	38.0762718
2282	2016-10-05	-122.33358	38.0861544
2283	2016-10-05	-122.3614	38.0943327
2284	2016-10-05	-122.44032	38.0829135
2285	2016-10-05	-122.45053	38.099194
2286	2016-10-05	-122.34571	38.0107579
2287	2016-10-05	-122.32138	38.0119606
2288	2016-10-05	-122.27997	38.0441666
2289	2016-10-06	-122.3043364	38.2184493
2330	2016-11-05	-122.02244	37.46243
2331	2016-11-05	-122.03674	37.46186
2332	2016-11-05	-122.07002	37.47272
2333	2016-11-05	-122.08282	37.484238
2334	2016-11-05	-121.98019	37.46041
2335	2016-11-05	-121.97658	37.46024
2336	2016-11-05	-121.9751444	37.465906
