"lat"	"long"	"mean(cpue)"
37.9425	-121.5635	83.2343794477071
38.0181944444444	-121.797	129.700889904965
38.03107612	-122.4548186	61.42897054
38.0328055555556	-121.869305555556	200.028417493868
38.03345605	-122.4154119	11.86473706
38.0396944444444	-122.1505	246.730069783126
38.0421944444444	-121.795222222222	86.507370583911
38.0436944444444	-121.844	90.671854053444
38.0455	-121.918805555556	233.154815658265
38.0482777777778	-121.59525	99.5480279601068
38.0513055555556	-122.083305555556	117.634171883935
38.0516944444444	-121.509	45.5346564383989
38.0525	-121.689194444444	278.09120879779
38.0583055555556	-121.868	211.347399912502
38.0610555555556	-122.013722222222	417.555020789938
38.06353961	-122.3157212	10.87166227
38.06457939	-122.2997492	71.14996848
38.0648055555556	-122.097805555556	136.618040258514
38.0691666666667	-121.775277777778	121.680234877455
38.0723055555556	-121.959694444444	132.370724833061
38.08	-121.569805555556	67.4318803979948
38.0851944444444	-121.750694444444	269.631031160878
38.0871111111111	-121.709166666667	30.3671975416596
38.0882222222222	-122.003583333333	140.992626913104
38.0903055555556	-121.6405	124.353086848008
38.0992777777778	-122.263444444444	34.6048965737572
38.1135	-121.7075	319.494410309836
38.114	-122.046194444444	331.775121825212
38.1188055555556	-121.889194444444	40.1843215960039
38.12400157	-122.2991649	9.565576658
38.1458611111111	-122.285083333333	119.783629658907
38.1671944444444	-121.938	523.446497875375
38.1694722222222	-122.025666666667	158.586869868137
38.1788055555556	-121.665305555556	96.0353846600337
38.1858055555556	-122.310972222222	38.0432507925563
38.18855759	-122.5456543	9.842427267
38.19292182	-122.3174401	21.47476395
38.19566471	-122.3198571	70.52724333
38.20497981	-122.3081465	71.66007442
38.2124722222222	-122.307166666667	64.5793129965329
38.21355644	-122.3070852	38.26997174
38.21371243	-122.3070319	105.270365
38.21929429	-122.3085842	17.42217341
38.22613005	-122.3068488	67.87928681
38.22670233	-122.3051561	592.0721305
38.2317777777778	-122.29275	145.298946333975
38.2409166666667	-122.285361111111	299.41961070724
38.2418482	-122.2862839	30.30123427
38.24706532	-122.2868832	93.13690883
38.2471739	-122.2854477	21.90789793
38.2521	-122.2850081	74.19178071
38.25452157	-122.2844287	11.15837277
38.25462891	-122.2844589	11.15983943
38.2549166666667	-122.283416666667	94.2108161139456
38.2582777777778	-121.691638888889	68.5916784909117
38.26679568	-122.285875	10.1503218
38.26808919	-122.2862608	21.33535831
38.2730833333333	-122.284638888889	738.843929004402
38.2861388888889	-122.283388888889	139.806993603579
